"","Conversion","industry","Category","with_web","P_G","occupation","State_G","Google_P","Google___of_Reviews","Google_Avg_Rating","Google_diff_week","Angi_P","Angi_s___of_Reviews","Angi_s_Avg_Rating","Angi_diff_week","HA_P","HA___of_Reviews","HA_Avg_Rating","HA_diff_week","Yelp_P","Yelp___of_Reviews","Yelp_Avg_Rating","Yelp_diff_week","Yelp___of_Reviews__that_are_not_recommended_","FB_P","FB___of_Reviews","FB_Avg_Rating","FB_diff_week","FB_Page_Likes","FB_Page_Follows","IG_P","IG_Follows"
"2360",FALSE,"Home Maintenance","Interior Painting",FALSE,"Low","Painter","Mid",FALSE,NA,NA,NA,TRUE,6,5,283,TRUE,1,5,669.714285714286,TRUE,1,1,38.1428571428571,NA,TRUE,NA,NA,NA,NA,NA,TRUE,430
"2361",FALSE,"Home Maintenance","Junk Removal",TRUE,"High","Mover","High",TRUE,85,NA,2,FALSE,NA,NA,NA,TRUE,2,5,13.2857142857143,TRUE,28,5,10,2,TRUE,2,5,23,459,492,TRUE,117
"2362",FALSE,"Home Maintenance","Mold Inspection and Removal",TRUE,"Mid","Inspector and Restorer","High",TRUE,1,1,288,FALSE,NA,NA,NA,TRUE,1,5,551.428571428571,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2363",FALSE,"Home Construction","General Contracting",FALSE,"Mid","General Contractor","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2364",FALSE,"Home Systems","Electrical and Wiring Repair",TRUE,"Mid","Electrician","High",TRUE,3,5,16,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2365",FALSE,"Home Systems","Heating System Repair or Maintenance",FALSE,"High","HVAC Specialist","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,8,3.5,1.28571428571429,3,TRUE,1,5,NA,6,6,FALSE,NA
"2366",TRUE,"Home Construction","Lock Installation and Repair",TRUE,"Low","Locksmith","Low",FALSE,NA,NA,NA,TRUE,29,5,184.285714285714,TRUE,23,4.96,616.142857142857,TRUE,15,5,17.8571428571429,2,TRUE,NA,NA,NA,4,5,FALSE,NA
"2367",FALSE,"Home Construction","General Contracting",FALSE,"Mid","General Contractor","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2368",FALSE,"Home Construction","Finish Carpentry",TRUE,"Mid","Carpenter","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,75,74,FALSE,NA
"2369",FALSE,"Home Systems","Heating System Repair or Maintenance",FALSE,"Mid","HVAC Specialist","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2370",FALSE,"Home Construction","General Contracting",FALSE,"High","General Contractor","High",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,8,5,90,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2371",TRUE,"Home Construction","General Contracting",FALSE,"High","General Contractor","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,59.2857142857143,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2372",FALSE,"Home Maintenance","Pest Control Services",TRUE,"Mid","Pest Control Specialist","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2373",FALSE,"Home Maintenance","Pest Control Services",TRUE,"Low","Pest Control Specialist","Mid",TRUE,2357,4.8,8,TRUE,248,3.9,70.1428571428571,TRUE,1,3.33,399.285714285714,TRUE,156,2.5,193,280,TRUE,460,4.8,1,5413,5491,FALSE,NA
"2374",FALSE,"Home Systems","Central Air Conditioning Installation or Replacement",TRUE,"High","HVAC Specialist","High",TRUE,12,5,8,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,81,5,8.14285714285714,15,TRUE,NA,NA,34,48,50,FALSE,NA
"2375",FALSE,"Home Systems","Plumbing Pipe Repair",TRUE,"Low","Plumber","High",TRUE,81,4.2,4,TRUE,145,4.6,38.4285714285714,TRUE,437,4.7,5,TRUE,4,4,80.8571428571429,6,TRUE,2,5,NA,44,45,FALSE,NA
"2376",TRUE,"Home Systems","Plumbing Pipe Repair",TRUE,"Mid","Plumber","High",TRUE,31,4.7,4,TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,61,5,4.42857142857143,6,TRUE,3,5,5.71428571428571,141,146,TRUE,618
"2377",FALSE,"Home Maintenance","Carpet Cleaning",FALSE,"Mid","Cleaner","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2378",FALSE,"Home Maintenance","Fence and Gate Installation",TRUE,"Mid","Landscaper","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,21,5,12,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,154
"2379",FALSE,"Home Construction","General Carpentry",TRUE,"High","Carpenter","Mid",TRUE,3,5,48,FALSE,NA,NA,NA,TRUE,1,5,103.571428571429,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,197
"2380",FALSE,"Home Construction","Roof Installation or Replacement",TRUE,"Low","Roofer and Sider","Low",TRUE,2,5,28,TRUE,NA,NA,NA,TRUE,18,4.7,14.4285714285714,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,2,2,FALSE,NA
"2381",TRUE,"Home Construction","General Carpentry",TRUE,"Mid","Carpenter","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,4,5,17.2857142857143,FALSE,NA,NA,NA,NA,TRUE,1,5,NA,3,3,FALSE,NA
"2382",FALSE,"Home Construction","Window Installation",TRUE,"Mid","Handyman","Mid",TRUE,1,5,4,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,5
"2383",FALSE,"Home Maintenance","Outdoor Landscaping and Design",FALSE,"Mid","Landscaper","High",TRUE,8,4,32,TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,147,4.5,0.285714285714286,35,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2384",FALSE,"Home Construction","Home Remodeling",TRUE,"High","General Contractor","High",TRUE,17,5,2,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,7.85714285714286,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2385",FALSE,"Home Maintenance","Junk Removal",TRUE,"High","Mover","High",TRUE,658,4.5,2,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,34,2.5,10.8571428571429,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2386",TRUE,"Home Maintenance","Lawn Mowing and Trimming",FALSE,"High","Landscaper","High",TRUE,3,5,48,FALSE,NA,NA,NA,TRUE,12,4.6,65.7142857142857,TRUE,NA,NA,NA,NA,TRUE,2,5,26.4285714285714,37,41,FALSE,NA
"2387",FALSE,"Home Maintenance","Outdoor Landscaping and Design",TRUE,"High","Landscaper","Mid",TRUE,26,4.7,28,FALSE,NA,NA,NA,TRUE,11,4.9,298.857142857143,TRUE,NA,NA,NA,NA,TRUE,7,5,242.285714285714,701,743,TRUE,288
"2388",FALSE,"Home Construction","Masonry Construction Services",FALSE,"Mid","Mason","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2389",FALSE,"Home Construction","Countertop Installation",TRUE,"Low","Floor, Carpet, and Tile Specialist","Mid",TRUE,18,4.1,4,TRUE,49,4.7,130.142857142857,TRUE,NA,NA,NA,TRUE,6,3.5,38.5714285714286,2,TRUE,13,4.7,182.428571428571,622,729,TRUE,1650
"2390",FALSE,"Home Systems","Heating System Repair or Maintenance",TRUE,"High","HVAC Specialist","Low",TRUE,115,4.9,8,FALSE,NA,NA,NA,TRUE,11,4.42,712.857142857143,TRUE,9,5,94,7,TRUE,22,4.8,22.4285714285714,237,242,FALSE,NA
"2391",FALSE,"Home Maintenance","Junk Removal",TRUE,"High","Mover","Mid",TRUE,25,5,2,FALSE,NA,NA,NA,TRUE,1,5,46,TRUE,NA,NA,NA,NA,TRUE,1,5,0.571428571428571,15,NA,TRUE,205
"2392",FALSE,"Home Maintenance","Lawn Mowing and Trimming",FALSE,"High","Landscaper","Mid",TRUE,1,5,144,FALSE,NA,NA,NA,TRUE,1,5,6.28571428571429,TRUE,1,5,292.142857142857,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2393",FALSE,"Home Maintenance","Interior Painting",FALSE,"High","Painter","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,6,5,6.85714285714286,2,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2394",FALSE,"Home Construction","Concrete Installation",TRUE,"Mid","Paver","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,19,4.9,105.142857142857,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,195,196,TRUE,411
"2395",FALSE,"Home Maintenance","Fence and Gate Installation",FALSE,"Mid","Landscaper","Low",TRUE,4,5,96,FALSE,NA,NA,NA,TRUE,6,4.97,609.428571428571,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2396",FALSE,"Home Construction","Bathroom Remodel",TRUE,"High","General Contractor","Mid",TRUE,1,5,48,FALSE,NA,NA,NA,TRUE,4,5,89,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,528,549,FALSE,NA
"2397",FALSE,"Home Maintenance","Outdoor Landscaping and Design",FALSE,"Mid","Landscaper","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,0,0,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2398",FALSE,"Home Maintenance","Sprinkler and Irrigation System Repair and Maintenance",TRUE,"Mid","Landscaper","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,14,4,0,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,NA
"2399",FALSE,"Home Maintenance","Outdoor Landscaping and Design",FALSE,"Mid","Landscaper","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2400",FALSE,"Home Construction","General Contracting",TRUE,"Mid","General Contractor","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,41,40,FALSE,NA
"2401",FALSE,"Home Systems","Plumbing Drain Repair",TRUE,"High","Plumber","Mid",TRUE,47,5,2,FALSE,NA,NA,NA,TRUE,4,5,10.8571428571429,TRUE,3,3.5,3.42857142857143,2,TRUE,2,5,12.5714285714286,151,162,TRUE,26
"2402",FALSE,"Home Maintenance","Fence and Gate Installation",FALSE,"High","Landscaper","Low",TRUE,2,5,20,FALSE,NA,NA,NA,TRUE,3,5,52.2857142857143,TRUE,NA,NA,NA,NA,TRUE,1,5,26.7142857142857,167,172,FALSE,NA
"2403",FALSE,"Home Systems","Electrical and Wiring Repair",FALSE,"Mid","Electrician","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,2,5,17.7142857142857,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2404",FALSE,"Home Construction","General Contracting",FALSE,"High","General Contractor","Low",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2405",FALSE,"Home Construction","Home Remodeling",FALSE,"Low","General Contractor","Low",FALSE,NA,NA,NA,TRUE,259,4.7,151.857142857143,TRUE,2,5,669.285714285714,TRUE,NA,NA,NA,NA,TRUE,27,4.7,NA,384,401,FALSE,NA
"2406",FALSE,"Moving","Long Distance Moving",FALSE,"Low","Mover","Mid",FALSE,5,5,2,TRUE,1,5,2.85714285714286,TRUE,2,4.8,1.14285714285714,TRUE,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2407",FALSE,"Home Construction","General Contracting",TRUE,"Low","General Contractor","Mid",TRUE,36,5,4,TRUE,93,5,5.28571428571429,TRUE,1,5,14.5714285714286,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,516,532,FALSE,NA
"2408",TRUE,"Home Construction","Home Remodeling",FALSE,"Mid","General Contractor","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,35.2857142857143,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2409",FALSE,"Home Systems","Central Air Conditioning Repair or Maintenance",TRUE,"Mid","HVAC Specialist","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,8,4.81,626.428571428571,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2410",FALSE,"Home Systems","Wiring Installation",FALSE,"Low","Electrician","Mid",FALSE,NA,NA,NA,TRUE,2,5,326.428571428571,TRUE,17,4.29,1023.42857142857,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2411",FALSE,"Home Construction","Epoxy Floor Coating",TRUE,"Low","Floor, Carpet, and Tile Specialist","High",TRUE,7,3.3,36,TRUE,7,4.3,18.2857142857143,TRUE,65,4.6,7,TRUE,18,4.5,25.4285714285714,7,TRUE,NA,NA,NA,22,23,FALSE,NA
"2412",FALSE,"Home Construction","General Contracting",FALSE,"High","General Contractor","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2413",FALSE,"Home Construction","General Contracting",TRUE,"High","General Contractor","High",TRUE,4,5,8,FALSE,NA,NA,NA,TRUE,2,5,65.5714285714286,TRUE,9,5,46.7142857142857,6,TRUE,NA,NA,NA,38,40,TRUE,206
"2414",FALSE,"Home Systems","Electrical and Wiring Repair",TRUE,"High","Electrician","Mid",TRUE,2,3,96,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,2,1,262.428571428571,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2415",FALSE,"Home Construction","General Contracting",FALSE,"High","General Contractor","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,3,3.92,937.714285714286,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2416",FALSE,"Home Maintenance","Fence and Gate Installation",FALSE,"Mid","Landscaper","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2417",FALSE,"Home Systems","Plumbing Pipe Repair",TRUE,"Low","Plumber","Mid",TRUE,175,4.5,12,TRUE,538,4.6,86.7142857142857,TRUE,67,4.7,19.4285714285714,TRUE,6,4.5,97.2857142857143,15,TRUE,21,4.4,55.1428571428571,343,362,FALSE,NA
"2418",FALSE,"Home Construction","General Contracting",FALSE,"High","General Contractor","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,726,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2419",TRUE,"Home Construction","Concrete Installation",FALSE,"Mid","Paver","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,12,4.9,0.571428571428571,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2420",FALSE,"Home Systems","Water Heater Installation or Replacement",TRUE,"High","Plumber","Mid",TRUE,38,4.5,4,FALSE,NA,NA,NA,TRUE,4,5,286.428571428571,TRUE,3,3.5,47.8571428571429,2,TRUE,5,4.2,69,463,474,FALSE,NA
"2421",FALSE,"Home Systems","Electrical and Wiring Repair",TRUE,"High","Electrician","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,85,4.6,23.1428571428571,TRUE,12,3.5,112.285714285714,20,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2422",FALSE,"Home Construction","General Contracting",FALSE,"Mid","General Contractor","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,2,5,982.857142857143,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2423",FALSE,"Home Systems","Electrical and Wiring Repair",FALSE,"Low","Electrician","Low",TRUE,1,5,48,TRUE,3,4.7,622.857142857143,TRUE,1,5,724,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2424",FALSE,"Home Maintenance","Outdoor Landscaping and Design",TRUE,"High","Landscaper","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,16,4.5,21.5714285714286,11,TRUE,2,4,164.428571428571,109,119,FALSE,NA
"2425",FALSE,"Home Construction","Roof Repair or Maintenance",FALSE,"Mid","Roofer and Sider","High",TRUE,2,5,48,TRUE,2,5,364.714285714286,FALSE,NA,NA,NA,TRUE,11,4.5,5,4,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2426",FALSE,"Home Construction","Tile Installation and Replacement",TRUE,"Mid","Floor, Carpet, and Tile Specialist","High",TRUE,NA,NA,NA,TRUE,6,4.9,289.571428571429,FALSE,NA,NA,NA,TRUE,120,4,12,49,TRUE,595,3.3,0.571428571428571,291748,305762,TRUE,30100
"2427",FALSE,"Home Maintenance","House Cleaning",FALSE,"Mid","Cleaner","Mid",TRUE,4,4.5,12,TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,10,5,16.5714285714286,5,TRUE,NA,NA,NA,6,6,FALSE,NA
"2428",FALSE,"Home Construction","Tile Installation and Replacement",TRUE,"Low","Floor, Carpet, and Tile Specialist","High",TRUE,2,5,96,TRUE,1,5,454.714285714286,TRUE,1,3.5,898.857142857143,TRUE,5,5,108.857142857143,1,TRUE,NA,NA,NA,21,23,FALSE,NA
"2429",FALSE,"Home Maintenance","Carpet Cleaning",TRUE,"Mid","Cleaner","High",TRUE,50,5,2,TRUE,11,4.8,250.285714285714,FALSE,NA,NA,NA,TRUE,46,4.5,17.8571428571429,82,TRUE,NA,NA,NA,123,122,FALSE,NA
"2430",FALSE,"Home Construction","General Contracting",FALSE,"Mid","General Contractor","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2431",FALSE,"Home Construction","Handyman",FALSE,"Mid","Handyman","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2432",FALSE,"Home Construction","TV Mounting",TRUE,"Low","Home Electronics Specialist","Low",TRUE,1,5,20,TRUE,11,5,1.28571428571429,TRUE,3,4.7,36.4285714285714,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,24,24,FALSE,NA
"2433",FALSE,"Home Maintenance","Upholstery and Furniture Cleaning",TRUE,"Low","Cleaner","Low",TRUE,42,4.8,24,TRUE,160,4.8,241.428571428571,TRUE,52,4.7,144.285714285714,TRUE,2,5,185.142857142857,8,TRUE,NA,NA,144.285714285714,NA,78,FALSE,NA
"2434",FALSE,"Home Construction","Handyman",TRUE,"Mid","Handyman","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,4.5,12.1428571428571,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,NA
"2435",FALSE,"Home Construction","Handyman",FALSE,"High","Handyman","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,20,3.97,105.428571428571,TRUE,38,4.5,45.2857142857143,2,TRUE,1,5,440.285714285714,45,49,FALSE,NA
"2436",TRUE,"Home Construction","Deck or Porch Remodel or Addition",TRUE,"Mid","Carpenter","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,27,27,FALSE,NA
"2437",FALSE,"Home Systems","Plumbing Pipe Repair",FALSE,"Mid","Plumber","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2438",FALSE,"Home Maintenance","Exterior Painting",TRUE,"Mid","Painter","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2439",FALSE,"Home Construction","Architectural Services",TRUE,"Mid","Engineer and Technical Designer","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2440",FALSE,"Home Construction","Handyman",FALSE,"Mid","Handyman","Mid",TRUE,62,3.9,8,FALSE,NA,NA,NA,TRUE,1,5,169.714285714286,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2441",FALSE,"Home Maintenance","Lawn Mowing and Trimming",TRUE,"Mid","Landscaper","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,5,3.8,129,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2442",FALSE,"Home Construction","Roof Installation or Replacement",FALSE,"High","Roofer and Sider","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2443",FALSE,"Home Construction","General Contracting",TRUE,"Mid","General Contractor","High",TRUE,9,4.6,48,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2444",FALSE,"Home Systems","Electrical and Wiring Repair",TRUE,"High","Electrician","Mid",TRUE,3,1.3,28,FALSE,NA,NA,NA,TRUE,14,4.75,822.428571428571,TRUE,1,5,320.142857142857,NA,TRUE,NA,NA,228.142857142857,256,262,FALSE,NA
"2445",FALSE,"Home Systems","Electrical and Wiring Repair",FALSE,"Mid","Electrician","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,4,40.2857142857143,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2446",FALSE,"Home Construction","General Contracting",TRUE,"High","General Contractor","Mid",TRUE,67,5,2,FALSE,NA,NA,NA,TRUE,16,5,25.5714285714286,TRUE,5,5,35.4285714285714,6,TRUE,13,5,35.2857142857143,128,142,TRUE,6599
"2447",FALSE,"Home Maintenance","Lawn Mowing and Trimming",FALSE,"Mid","Landscaper","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2448",FALSE,"Home Maintenance","House Cleaning",TRUE,"Low","Cleaner","Mid",TRUE,5,4.2,96,TRUE,NA,NA,NA,TRUE,154,4.6,1.71428571428571,FALSE,NA,NA,NA,NA,TRUE,5,5,90,219,223,FALSE,NA
"2449",FALSE,"Home Systems","Plumbing Drain Repair",TRUE,"Low","Plumber","Mid",TRUE,27,3.5,24,TRUE,99,4.5,77.1428571428571,TRUE,NA,NA,NA,TRUE,11,2,20.8571428571429,4,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2450",FALSE,"Home Maintenance","House Cleaning",TRUE,"Mid","Cleaner","Mid",TRUE,10,4.9,16,FALSE,NA,NA,NA,TRUE,6,5,1.28571428571429,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,111,112,FALSE,NA
"2451",FALSE,"Home Construction","Home Remodeling",TRUE,"Low","General Contractor","Low",FALSE,NA,NA,NA,TRUE,1,1,250.142857142857,TRUE,6,4.8,327.714285714286,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2452",FALSE,"Home Systems","Electrical and Wiring Repair",TRUE,"High","Electrician","High",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,3,5,8.85714285714286,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2453",FALSE,"Home Construction","Home Remodeling",FALSE,"Mid","General Contractor","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,3,4.94,607,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2454",FALSE,"Moving","Local Moving (under 50 miles)",TRUE,"High","Mover","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,16,4.5,22,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2455",FALSE,"Home Construction","Deck or Porch Remodel or Addition",TRUE,"Mid","Carpenter","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,25,4.9,16.2857142857143,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2456",FALSE,"Home Construction","Bathroom Remodel",FALSE,"Mid","General Contractor","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2457",FALSE,"Home Construction","General Contracting",TRUE,"Low","General Contractor","Low",TRUE,52,4.9,2,TRUE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,57,4.9,50.2857142857143,3768,3793,TRUE,224
"2458",FALSE,"Home Construction","General Contracting",FALSE,"High","General Contractor","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"2459",TRUE,"Home Construction","General Contracting",TRUE,"High","General Contractor","Mid",TRUE,6,5,28,FALSE,NA,NA,NA,TRUE,4,5,24.4285714285714,TRUE,NA,NA,8.42857142857143,1,TRUE,NA,NA,NA,102,104,TRUE,0
"2460",FALSE,"Home Systems","Plumbing Drain Repair",FALSE,"High","Plumber","Low",TRUE,8,3,20,FALSE,NA,NA,NA,TRUE,4,3.9,37.1428571428571,TRUE,NA,NA,91,1,TRUE,1,2,33.7142857142857,64,66,FALSE,NA
"2461",FALSE,"Home Construction","General Contracting",TRUE,"Mid","General Contractor","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,72,FALSE,NA
