"","Conversion","industry","Category","with_web","P_G","occupation","State_G","Google_P","Google___of_Reviews","Google_Avg_Rating","Google_diff_week","Angi_P","Angi_s___of_Reviews","Angi_s_Avg_Rating","Angi_diff_week","HA_P","HA___of_Reviews","HA_Avg_Rating","HA_diff_week","Yelp_P","Yelp___of_Reviews","Yelp_Avg_Rating","Yelp_diff_week","Yelp___of_Reviews__that_are_not_recommended_","FB_P","FB___of_Reviews","FB_Avg_Rating","FB_diff_week","FB_Page_Likes","FB_Page_Follows","IG_P","IG_Follows"
"1153",FALSE,"Home Systems","Lighting Installation",TRUE,"Mid","Electrician","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,2,5,959.857142857143,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1154",FALSE,"Home Maintenance","Outdoor Landscaping and Design",TRUE,"Mid","Landscaper","High",TRUE,51,4.8,2,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,1,5,45,16,17,TRUE,599
"1155",FALSE,"Home Maintenance","House Cleaning",FALSE,"High","Cleaner","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,3,5,82.8571428571429,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1156",FALSE,"Home Construction","Concrete Installation",TRUE,"Mid","Paver","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,27.4285714285714,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,23,24,FALSE,NA
"1157",FALSE,"Home Maintenance","Carpet Cleaning",TRUE,"Mid","Cleaner","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,2,5,886.571428571429,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1158",FALSE,"Moving","Long Distance Moving",TRUE,"High","Mover","Mid",TRUE,244,4.2,2,FALSE,NA,NA,NA,TRUE,66,3.7,1.42857142857143,TRUE,69,2.5,1.28571428571429,79,TRUE,NA,NA,NA,164,172,TRUE,193
"1159",FALSE,"Home Construction","General Contracting",FALSE,"Mid","General Contractor","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,632.571428571429,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1160",FALSE,"Home Systems","Wiring Installation",FALSE,"Mid","Electrician","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,42,4.83,736.714285714286,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1161",FALSE,"Home Systems","Heating System Repair or Maintenance",TRUE,"High","HVAC Specialist","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,42.5714285714286,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1162",FALSE,"Home Construction","Home Remodeling",FALSE,"Mid","General Contractor","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1163",FALSE,"Home Construction","Deck or Porch Remodel or Addition",TRUE,"High","Carpenter","High",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,19,4.9,155,TRUE,4,5,215,2,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1164",FALSE,"Home Systems","Appliance Repair or Maintenance",TRUE,"High","Handyman","High",TRUE,20,5,4,FALSE,NA,NA,NA,TRUE,66,4.9,33.5714285714286,TRUE,8,5,2.14285714285714,10,TRUE,12,5,81,211,209,FALSE,NA
"1165",FALSE,"Home Maintenance","Junk Removal",FALSE,"Low","Mover","Low",FALSE,NA,NA,NA,TRUE,2,5,892.714285714286,TRUE,NA,NA,NA,TRUE,1,5,465.428571428571,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1166",FALSE,"Home Construction","Concrete Repair and Maintenance",FALSE,"Low","Paver","Low",FALSE,NA,NA,NA,TRUE,7,4.8,328.571428571429,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1167",FALSE,"Home Construction","Bathroom Remodel",TRUE,"Low","General Contractor","Mid",TRUE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1168",FALSE,"Home Construction","General Contracting",FALSE,"Mid","General Contractor","High",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,623.571428571429,FALSE,NA,NA,NA,NA,TRUE,1,5,240.857142857143,1,2,FALSE,NA
"1169",FALSE,"Home Construction","General Contracting",FALSE,"Mid","General Contractor","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1170",FALSE,"Home Construction","Countertop Installation",TRUE,"Low","Floor, Carpet, and Tile Specialist","High",TRUE,31,2.5,2,TRUE,7,3.2,256.571428571429,TRUE,1,4.86,714.142857142857,TRUE,65,3.5,1.85714285714286,24,TRUE,1,1,17.8571428571429,1023,1018,FALSE,NA
"1171",FALSE,"Home Systems","Central Air Conditioning Installation or Replacement",TRUE,"Low","HVAC Specialist","Mid",TRUE,289,4.8,2,TRUE,13,4.3,41.2857142857143,TRUE,NA,NA,1140.28571428571,TRUE,113,4.5,5.71428571428571,51,TRUE,31,5,25.1428571428571,144,163,FALSE,NA
"1172",FALSE,"Home Construction","General Contracting",TRUE,"Low","General Contractor","Low",TRUE,8,4.5,2,TRUE,3,4.5,256.142857142857,TRUE,6,4,883.857142857143,TRUE,5,4,23.4285714285714,4,TRUE,NA,NA,NA,NA,NA,TRUE,53
"1173",FALSE,"Home Systems","Electrical and Wiring Repair",FALSE,"High","Electrician","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,2.28571428571429,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1174",FALSE,"Home Systems","Central Air Conditioning Installation or Replacement",TRUE,"Low","HVAC Specialist","Mid",FALSE,NA,NA,NA,TRUE,7,4.7,322.142857142857,TRUE,2,4.42,732.428571428571,TRUE,2,1,142.428571428571,3,FALSE,NA,NA,NA,76,76,FALSE,NA
"1175",FALSE,"Home Construction","Concrete Installation",TRUE,"High","Paver","Mid",TRUE,2,5,2,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,3.57142857142857,NA,TRUE,3,5,23.1428571428571,61,65,FALSE,NA
"1176",FALSE,"Home Maintenance","Fence and Gate Installation",FALSE,"High","Landscaper","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,1,21.1428571428571,3,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1177",FALSE,"Home Maintenance","Tree Trimming and Removal",FALSE,"High","Landscaper","Low",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,12,4.9,71.1428571428571,TRUE,2,5,68.5714285714286,NA,TRUE,2,5,56.7142857142857,122,126,FALSE,NA
"1178",FALSE,"Home Construction","Bathroom Remodel",FALSE,"Mid","General Contractor","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1179",FALSE,"Home Systems","Duct and Vent Cleaning",TRUE,"Low","HVAC Specialist","Mid",TRUE,9,3.8,48,TRUE,42,4.8,99,TRUE,12,4.5,52.2857142857143,TRUE,1,5,14.2857142857143,NA,TRUE,NA,NA,NA,993,1007,FALSE,NA
"1180",FALSE,"Home Maintenance","Full Service Lawn Care",FALSE,"Mid","Landscaper","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,4,5,109.571428571429,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,2,2,FALSE,NA
"1181",TRUE,"Home Systems","Electrical and Wiring Repair",TRUE,"Mid","Electrician","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,4,4.9,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1182",FALSE,"Home Construction","Drywall Installation and Hanging",TRUE,"High","Drywall Specialist","Mid",TRUE,2,3,48,FALSE,NA,NA,NA,TRUE,101,4.9,73.2857142857143,TRUE,4,4,417.428571428571,1,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1183",FALSE,"Home Construction","Concrete Installation",FALSE,"Mid","Paver","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,6,4.94,647.571428571429,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1184",FALSE,"Home Systems","Lighting Installation",TRUE,"Mid","Electrician","High",TRUE,12,3.7,8,FALSE,NA,NA,NA,TRUE,4,5,685.285714285714,FALSE,NA,NA,NA,NA,TRUE,6,4.3,218.857142857143,548,656,FALSE,NA
"1185",FALSE,"Home Construction","Patio Remodel or Addition",TRUE,"High","Landscaper","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,6,5,3.57142857142857,1,TRUE,NA,NA,NA,2,2,FALSE,NA
"1186",FALSE,"Home Maintenance","Carpet Cleaning",TRUE,"High","Cleaner","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,4.43,741,TRUE,13,5,54,14,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1187",FALSE,"Home Maintenance","House Cleaning",FALSE,"Mid","Cleaner","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,17,4.8,2.28571428571429,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1188",TRUE,"Home Maintenance","House Cleaning",TRUE,"Mid","Cleaner","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,15,4.4,25.7142857142857,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,44,45,TRUE,214
"1189",FALSE,"Home Systems","Electrical and Wiring Repair",FALSE,"High","Electrician","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1190",FALSE,"Home Construction","TV Mounting",TRUE,"Mid","Home Electronics Specialist","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,5,5,110.428571428571,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,15,15,TRUE,21
"1191",FALSE,"Home Systems","Electrical and Wiring Repair",FALSE,"Mid","Electrician","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1192",FALSE,"Home Construction","General Contracting",TRUE,"Mid","General Contractor","Mid",TRUE,1,1,48,FALSE,NA,NA,NA,TRUE,3,4.7,70.8571428571429,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1193",FALSE,"Home Construction","General Contracting",FALSE,"High","General Contractor","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1194",TRUE,"Home Maintenance","Mold Inspection and Removal",TRUE,"High","Inspector and Restorer","Mid",TRUE,3,5,4,FALSE,NA,NA,NA,TRUE,17,4.9,4.57142857142857,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,5,5,TRUE,24
"1195",FALSE,"Home Construction","General Contracting",FALSE,"Mid","General Contractor","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,4.33,977.571428571429,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1196",FALSE,"Home Construction","General Contracting",FALSE,"Mid","General Contractor","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,570.571428571429,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1197",FALSE,"Home Construction","Home Remodeling",TRUE,"Mid","General Contractor","Low",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,4,3.9,30.5714285714286,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,1,1,FALSE,NA
"1198",FALSE,"Home Construction","Home Remodeling",TRUE,"Mid","General Contractor","Low",TRUE,3,5,48,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1199",FALSE,"Home Construction","Concrete Installation",TRUE,"High","Paver","High",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,3,5,6.71428571428571,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,2,2,TRUE,6
"1200",FALSE,"Home Maintenance","Junk Removal",TRUE,"High","Mover","Mid",TRUE,84,5,2,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,17,5,23.1428571428571,10,TRUE,2,5,38,109,113,FALSE,NA
"1201",FALSE,"Home Construction","Roof Installation or Replacement",TRUE,"Low","Roofer and Sider","Low",TRUE,59,4.8,2,TRUE,14,4.6,NA,TRUE,233,4.7,0.142857142857143,TRUE,NA,NA,NA,NA,TRUE,1,5,4.57142857142857,8,11,FALSE,NA
"1202",FALSE,"Home Systems","Electrical and Wiring Repair",TRUE,"High","Electrician","High",TRUE,3,4.7,28,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,1,5,484.857142857143,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1203",FALSE,"Home Construction","Lock Installation and Repair",FALSE,"Low","Locksmith","Low",FALSE,NA,NA,NA,TRUE,3,4.7,867.714285714286,TRUE,2,3.87,742.857142857143,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,NA
"1204",FALSE,"Home Systems","Heating System Repair or Maintenance",FALSE,"Low","HVAC Specialist","Low",TRUE,17,4.8,28,TRUE,130,4.9,231.571428571429,TRUE,38,4.89,538.571428571429,TRUE,NA,NA,NA,NA,TRUE,3,5,NA,35,36,FALSE,NA
"1205",FALSE,"Home Construction","General Contracting",FALSE,"High","General Contractor","Mid",TRUE,1,5,144,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1206",FALSE,"Home Systems","Plumbing Drain Repair",FALSE,"Mid","Plumber","Low",TRUE,5,4.4,48,FALSE,NA,NA,NA,TRUE,52,4.5,146.142857142857,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1207",FALSE,"Home Maintenance","Gutter Cleaning and Maintenance",TRUE,"Mid","Cleaner","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,1134.42857142857,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1208",FALSE,"Home Maintenance","Exterior Painting",FALSE,"Low","Painter","Mid",FALSE,NA,NA,NA,TRUE,8,5,406.857142857143,TRUE,NA,NA,NA,TRUE,4,5,150.714285714286,3,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1209",FALSE,"Home Maintenance","Full Service Lawn Care",FALSE,"High","Landscaper","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,7,4.8,42.5714285714286,TRUE,NA,NA,195.571428571429,1,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1210",FALSE,"Home Construction","Window Installation",TRUE,"Mid","Handyman","Low",TRUE,5,5,48,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,9,9,FALSE,NA
"1211",FALSE,"Home Maintenance","Fireplace and Chimney Cleaning or Repair",TRUE,"Mid","HVAC Specialist","Mid",TRUE,181,4.4,16,TRUE,1112,4.7,148.571428571429,FALSE,NA,NA,NA,TRUE,19,4,14.2857142857143,18,TRUE,18,4.3,23.2857142857143,827,837,FALSE,NA
"1212",FALSE,"Home Maintenance","Property Management",TRUE,"High","Real Estate Professional","Mid",TRUE,313,4,2,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,35,2.5,0.428571428571429,NA,TRUE,NA,NA,NA,299,356,FALSE,NA
"1213",FALSE,"Home Construction","General Contracting",FALSE,"Mid","General Contractor","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,651,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1214",FALSE,"Home Construction","General Contracting",FALSE,"Mid","General Contractor","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1215",FALSE,"Home Construction","Floor Installation or Replacement",TRUE,"Mid","Floor, Carpet, and Tile Specialist","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,3,5,9.42857142857143,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA
"1216",FALSE,"Home Construction","Handyman",FALSE,"High","Handyman","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,0,0,NA,TRUE,1,5,54.2857142857143,1,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1217",FALSE,"Home Maintenance","Junk Removal",FALSE,"Low","Mover","Mid",TRUE,NA,NA,NA,TRUE,4,5,113.285714285714,TRUE,32,5,88.2857142857143,TRUE,NA,NA,NA,NA,TRUE,3,5,80.8571428571429,241,222,FALSE,NA
"1218",FALSE,"Home Construction","Architectural Services",FALSE,"Mid","Engineer and Technical Designer","Low",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,7,4.67,746.285714285714,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1219",FALSE,"Home Construction","Bathroom Remodel",FALSE,"High","General Contractor","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,687.142857142857,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1220",FALSE,"Home Maintenance","Full Service Lawn Care",TRUE,"High","Landscaper","Mid",TRUE,2,5,24,FALSE,NA,NA,NA,TRUE,31,4.8,2.42857142857143,TRUE,NA,NA,NA,NA,TRUE,3,5,51.7142857142857,205,218,FALSE,NA
"1221",FALSE,"Home Maintenance","Outdoor Landscaping and Design",TRUE,"High","Landscaper","High",TRUE,1,5,48,FALSE,NA,NA,NA,TRUE,30,4.9,27.7142857142857,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,NA
"1222",FALSE,"Home Maintenance","Full Service Lawn Care",TRUE,"Mid","Landscaper","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,4,4.63,550.571428571429,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1223",FALSE,"Home Construction","Patio Remodel or Addition",TRUE,"Mid","Landscaper","Low",FALSE,NA,NA,NA,TRUE,386,4.7,7.57142857142857,FALSE,NA,NA,NA,TRUE,6,2,19.5714285714286,7,TRUE,207,4.2,6.42857142857143,12446,13280,TRUE,5823
"1224",FALSE,"Home Maintenance","Outdoor Landscaping and Design",FALSE,"Mid","Landscaper","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,18,4.6,0.285714285714286,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1225",FALSE,"Home Construction","Tile Installation and Replacement",FALSE,"Mid","Floor, Carpet, and Tile Specialist","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,18,4.9,1.85714285714286,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1226",TRUE,"Home Systems","Electrical and Wiring Repair",TRUE,"High","Electrician","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,5,8.28571428571429,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1227",FALSE,"Home Construction","General Contracting",TRUE,"Mid","General Contractor","Low",TRUE,8,5,48,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,3,5,210,706,755,TRUE,22000
"1228",FALSE,"Home Construction","Tile Installation and Replacement",TRUE,"High","Floor, Carpet, and Tile Specialist","Mid",TRUE,6,4.2,4,FALSE,NA,NA,NA,TRUE,3,3.5,37.2857142857143,TRUE,1,1,33.2857142857143,NA,TRUE,2,5,34.1428571428571,128,131,FALSE,NA
"1229",FALSE,"Home Systems","Electrical and Wiring Repair",FALSE,"Mid","Electrician","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,2,5,2,614,625,FALSE,NA
"1230",FALSE,"Home Systems","Electrical and Wiring Repair",FALSE,"High","Electrician","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,3,5,46.4285714285714,TRUE,3,5,46.4285714285714,3,TRUE,NA,NA,NA,11,11,FALSE,NA
"1231",FALSE,"Home Systems","Plumbing Drain Repair",FALSE,"Low","Plumber","Mid",FALSE,NA,NA,NA,TRUE,6,4.8,69.2857142857143,TRUE,1,5,152.714285714286,TRUE,2,5,108.285714285714,2,TRUE,1,5,159.428571428571,88,88,TRUE,67
"1232",FALSE,"Home Construction","General Contracting",TRUE,"Low","General Contractor","Low",TRUE,75,4.4,4,TRUE,31,4.2,108.285714285714,TRUE,108,4.6,22.5714285714286,TRUE,NA,NA,411.428571428571,4,TRUE,15,4.7,49.4285714285714,129,136,FALSE,NA
"1233",FALSE,"Home Systems","Duct and Vent Cleaning",TRUE,"Low","HVAC Specialist","Low",TRUE,227,5,2,TRUE,1,5,260.285714285714,TRUE,9,5,5.28571428571429,TRUE,6,4,83,6,TRUE,42,5,2.71428571428571,1100,1147,TRUE,171
"1234",FALSE,"Home Systems","Wiring Installation",FALSE,"Mid","Electrician","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,5,5,1034.14285714286,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1235",FALSE,"Home Construction","Roof Repair or Maintenance",FALSE,"Mid","Roofer and Sider","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1,2.5,771.285714285714,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1236",FALSE,"Home Construction","Roof Repair or Maintenance",FALSE,"Mid","Roofer and Sider","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,2,2.75,526.142857142857,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,1,3,FALSE,NA
"1237",FALSE,"Home Construction","Concrete Installation",FALSE,"Mid","Paver","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,4,4.63,695.142857142857,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1238",FALSE,"Home Systems","Heating System Repair or Maintenance",TRUE,"Low","HVAC Specialist","Low",TRUE,4,5,40,TRUE,9,5,308.142857142857,TRUE,10,4.98,505.571428571429,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,1002
"1239",FALSE,"Home Systems","Heating System Repair or Maintenance",FALSE,"Mid","HVAC Specialist","Mid",TRUE,59,4.3,12,TRUE,124,4.7,30.2857142857143,FALSE,NA,NA,NA,TRUE,26,4,3.57142857142857,17,TRUE,9,5,NA,73,93,FALSE,NA
"1240",FALSE,"Home Construction","General Contracting",FALSE,"High","General Contractor","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,18,4.8,663.428571428571,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1241",FALSE,"Home Construction","General Contracting",FALSE,"Low","General Contractor","Low",FALSE,NA,NA,NA,TRUE,1,1,394.428571428571,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1242",TRUE,"Home Maintenance","Outdoor Landscaping and Design",FALSE,"Mid","Landscaper","High",TRUE,9,5,24,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,15,16,FALSE,NA
"1243",FALSE,"Home Systems","Central Air Conditioning Installation or Replacement",FALSE,"Low","HVAC Specialist","Mid",FALSE,NA,NA,NA,TRUE,5,4.8,139.142857142857,TRUE,2,4.92,871.714285714286,TRUE,5,4,37.8571428571429,2,TRUE,2,5,112.714285714286,16,15,FALSE,NA
"1244",FALSE,"Home Construction","General Contracting",FALSE,"Low","General Contractor","Mid",FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,1,5,752,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1245",FALSE,"Home Construction","General Contracting",FALSE,"Mid","General Contractor","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1246",FALSE,"Home Construction","General Contracting",FALSE,"Mid","General Contractor","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1247",FALSE,"Home Maintenance","Fence and Gate Installation",TRUE,"Mid","Landscaper","Mid",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,6,5,937.428571428571,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1248",FALSE,"Home Construction","Window Installation",FALSE,"High","Handyman","Low",FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,115,4.8,121.714285714286,TRUE,7,5,8.85714285714286,4,TRUE,NA,NA,NA,NA,NA,FALSE,NA
"1249",FALSE,"Home Construction","Tile Installation and Replacement",FALSE,"Low","Floor, Carpet, and Tile Specialist","Low",FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,9,4.5,23.1428571428571,9,TRUE,5,5,60.5714285714286,683,709,FALSE,NA
"1250",FALSE,"Home Construction","Handyman",FALSE,"High","Handyman","High",FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,17,5,26.8571428571429,3,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1251",FALSE,"Home Maintenance","Outdoor Landscaping and Design",TRUE,"Mid","Landscaper","High",TRUE,8,4.5,2,TRUE,2,5,250.571428571429,FALSE,NA,NA,NA,TRUE,8,5,19.1428571428571,8,TRUE,NA,NA,NA,67,79,TRUE,288
"1252",FALSE,"Home Construction","Bathroom Remodel",TRUE,"Mid","General Contractor","High",TRUE,1,2,192,FALSE,NA,NA,NA,TRUE,8,5,39.1428571428571,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
"1253",FALSE,"Home Construction","Floor Installation or Replacement",FALSE,"Mid","Floor, Carpet, and Tile Specialist","Mid",TRUE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA
