"","Id","Conversion","industry","Category","with_web","P_G","occupation","State_G","Google_P","Google___of_Reviews","Google_Avg_Rating","Google_diff_week","Angi_P","Angi_s___of_Reviews","Angi_s_Avg_Rating","Angi_diff_week","HA_P","HA___of_Reviews","HA_Avg_Rating","HA_diff_week","Yelp_P","Yelp___of_Reviews","Yelp_Avg_Rating","Yelp_diff_week","Yelp___of_Reviews__that_are_not_recommended_","IG_P","IG_Follows","category_G","Review_sum","Avg_Rating_sum","diff_week_sum","P_num","Review_mean","Avg_Rating_mean","diff_week_mean"
"457","00Q3q00001aNab2EAC","FALSE","Home Construction","General Contracting",0,3,"General Contractor",1,TRUE,0,0,0,FALSE,0,0,0,TRUE,15,4.12,188.142857142857,TRUE,0,0,0,0,FALSE,0,"General Contractor",15,4.12,188.142857142857,3,5,1.37333333333333,62.7142857142857
"458","00Q3q00001aNaoWEAS","FALSE","Home Construction","General Contracting",0,1,"General Contractor",2,TRUE,0,0,0,TRUE,2,3.5,388.428571428571,TRUE,1,5,750.285714285714,TRUE,0,0,0,0,FALSE,0,"General Contractor",3,8.5,1138.71428571428,4,0.75,2.125,284.678571428571
"459","00Q3q00001aOlVhEAK","FALSE","Home Maintenance","Junk Removal",1,2,"Mover",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,10,5,6.42857142857143,FALSE,0,0,0,0,TRUE,2,"Mover",10,5,6.42857142857143,1,10,5,6.42857142857143
"460","00Q3q00001ZxNh7EAF","FALSE","Home Maintenance","Outdoor Landscaping and Design",1,3,"Landscaper",3,TRUE,86,4.9,2,FALSE,0,0,0,FALSE,0,0,0,TRUE,27,5,31,68,TRUE,1683,"Landscaper 1",113,9.9,33,2,56.5,4.95,16.5
"461","00Q3q00001aQ2vTEAS","FALSE","Home Maintenance","Junk Removal",1,3,"Mover",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,7,4.4,3.14285714285714,TRUE,0,0,0,0,FALSE,0,"Mover",7,4.4,3.14285714285714,2,3.5,2.2,1.57142857142857
"462","00Q3q00001aPdOMEA0","FALSE","Home Maintenance","Tree Trimming and Removal",1,3,"Landscaper",3,TRUE,4,3.3,28,FALSE,0,0,0,FALSE,0,0,0,TRUE,37,5,0.142857142857143,47,FALSE,0,"Landscaper 1",41,8.3,28.1428571428571,2,20.5,4.15,14.0714285714286
"463","00Q3q00001aQ3T0EAK","FALSE","Home Construction","Window Installation",0,1,"Handyman",2,TRUE,96,4.9,2,TRUE,26,4.8,1.42857142857143,TRUE,108,4.7,55.5714285714286,TRUE,149,5,9,78,FALSE,0,"Handyman/Electrician",379,19.4,68,4,94.75,4.85,17
"464","00Q3q00001aQ3MXEA0","FALSE","Home Construction","General Contracting",0,2,"General Contractor",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,3,5,519.428571428571,FALSE,0,0,0,0,FALSE,0,"General Contractor",3,5,519.428571428571,2,1.5,2.5,259.714285714285
"465","00Q3q00001aPdIZEA0","FALSE","Home Maintenance","Interior Painting",0,3,"Painter",3,TRUE,1,5,48,FALSE,0,0,0,FALSE,0,0,0,TRUE,6,5,1.71428571428571,0,FALSE,0,"Painter",7,10,49.7142857142857,2,3.5,5,24.8571428571429
"466","00Q3q00001VV5PEEA1","FALSE","Home Construction","Bathroom Remodel",0,2,"General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,706.428571428571,FALSE,0,0,0,0,FALSE,0,"General Contractor",1,5,706.428571428571,1,1,5,706.428571428571
"467","00Q3q00001YOcKwEAL","FALSE","Home Construction","Countertop Installation",0,2,"Floor, Carpet, and Tile Specialist",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,899.571428571429,FALSE,0,0,0,0,FALSE,0,"Floor, Carpet, and Tile Specialist",1,5,899.571428571429,1,1,5,899.571428571429
"468","00Q3q00001YOckWEAT","FALSE","Home Construction","Countertop Installation",0,3,"Floor, Carpet, and Tile Specialist",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,"Floor, Carpet, and Tile Specialist",0,0,0,2,0,0,0
"469","00Q3q00001YOcvrEAD","FALSE","Home Construction","Deck or Porch Remodel or Addition",1,2,"Carpenter",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,61,4.84,0.142857142857143,FALSE,0,0,0,0,FALSE,0,"Carpenter",61,4.84,0.142857142857143,1,61,4.84,0.142857142857143
"470","00Q3q00001YOckcEAD","FALSE","Home Systems","Home Theater System Installation or Replacement",1,1,"Home Electronics Specialist",2,TRUE,7,3.4,48,TRUE,6,4.8,254.714285714286,TRUE,1,5,925.714285714286,TRUE,2,5,113.571428571429,1,FALSE,0,"Handyman/Electrician",16,18.2,1342,4,4,4.55,335.5
"471","00Q3q00001YOcL2EAL","FALSE","Home Maintenance","Junk Removal",1,3,"Mover",2,TRUE,14,5,2,FALSE,0,0,0,TRUE,3,5,29,TRUE,7,4.5,26.4285714285714,1,FALSE,0,"Mover",24,14.5,57.4285714285714,3,8,4.83333333333333,19.1428571428571
"472","00Q0Z00001RsqwdUAB","FALSE","Home Maintenance","Property Management",1,3,"Real Estate Professional",3,TRUE,15,2.3,16,FALSE,0,0,0,TRUE,1,4.33,705,TRUE,24,2.5,162.857142857143,21,FALSE,0,"Other",40,9.13,883.857142857143,3,13.3333333333333,3.04333333333333,294.619047619048
"473","00Q3q00001aPdIOEA0","FALSE","Home Construction","General Contracting",1,2,"General Contractor",3,TRUE,10,5,48,TRUE,0,0,0,FALSE,0,0,0,TRUE,41,4.5,11.1428571428571,31,TRUE,159,"General Contractor",51,9.5,59.1428571428571,3,17,3.16666666666667,19.7142857142857
"474","00Q3q00001YOcjrEAD","FALSE","Home Maintenance","Pest Control Services",0,2,"Pest Control Specialist",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,5,4.73,677.285714285714,FALSE,0,0,0,0,FALSE,0,"Pest Control Specialist",5,4.73,677.285714285714,1,5,4.73,677.285714285714
"475","00Q3q00001aeQvHEAU","FALSE","Home Maintenance","House Cleaning",1,3,"Cleaner",3,TRUE,0,0,0,FALSE,0,0,0,TRUE,1,5,38,TRUE,1,3,0.571428571428571,3,FALSE,0,"Cleaner",2,8,38.5714285714286,3,0.666666666666667,2.66666666666667,12.8571428571429
"476","00Q3q00001aQ38XEAS","TRUE","Home Maintenance","Outdoor Landscaping and Design",1,2,"Landscaper",3,TRUE,18,4.6,4,FALSE,0,0,0,TRUE,11,4.7,12.1428571428571,FALSE,0,0,0,0,FALSE,0,"Landscaper 1",29,9.3,16.1428571428571,2,14.5,4.65,8.07142857142855
"477","00Q3q00001aPdJ1EAK","FALSE","Home Systems","Electrical and Wiring Repair",0,3,"Electrician",3,FALSE,0,0,0,FALSE,0,0,0,FALSE,0,0,0,TRUE,30,4.5,10.7142857142857,6,FALSE,0,"Handyman/Electrician",30,4.5,10.7142857142857,1,30,4.5,10.7142857142857
"478","00Q3q00001aeR0LEAU","FALSE","Home Maintenance","Interior Painting",0,3,"Painter",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,13,5,286,4,FALSE,0,"Painter",13,5,286,2,6.5,2.5,143
"479","00Q3q00001aeQDyEAM","FALSE","Home Systems","Electrical and Wiring Repair",0,2,"Electrician",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,9,4.9,67.8571428571429,FALSE,0,0,0,0,FALSE,0,"Handyman/Electrician",9,4.9,67.8571428571429,1,9,4.9,67.8571428571429
"480","00Q3q00001ZwknREAR","FALSE","Home Construction","General Contracting",0,3,"General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,9,4.81,695.857142857143,TRUE,0,0,512,1,FALSE,0,"General Contractor",9,4.81,1207.85714285714,2,4.5,2.405,603.928571428572
"481","00Q3q00001Zv8K0EAJ","FALSE","Home Construction","Home Remodeling",1,2,"General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,"General Contractor",0,0,0,1,0,0,0
"482","00Q3q00001ZdPynEAF","FALSE","Home Maintenance","Sod Installation",0,3,"Landscaper",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,19,5,20.4285714285714,TRUE,0,0,0,1,FALSE,0,"Landscaper 1",19,5,20.4285714285714,3,6.33333333333333,1.66666666666667,6.8095238095238
"483","00Q3q00001Zv8RdEAJ","FALSE","Home Maintenance","Mold Inspection and Removal",1,3,"Inspector and Restorer",2,TRUE,8,5,48,FALSE,0,0,0,TRUE,3,4.71,1028.85714285714,TRUE,6,5,55.1428571428571,5,FALSE,0,"Handyman/Electrician",17,14.71,1132,3,5.66666666666667,4.90333333333333,377.333333333332
"484","00Q3q00001ZdQAWEA3","FALSE","Home Systems","Electrical and Wiring Repair",0,3,"Electrician",3,TRUE,0,0,0,FALSE,0,0,0,TRUE,19,4.9,83.2857142857143,TRUE,8,2.5,4.28571428571429,2,FALSE,0,"Handyman/Electrician",27,7.4,87.5714285714286,3,9,2.46666666666667,29.1904761904762
"485","00Q3q00001Zv8EREAZ","FALSE","Home Systems","Electrical and Wiring Repair",0,1,"Electrician",1,TRUE,0,0,0,TRUE,1,5,752,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,"Handyman/Electrician",1,5,752,4,0.25,1.25,188
"486","00Q3q00001ZwkniEAB","FALSE","Home Construction","General Contracting",1,1,"General Contractor",1,TRUE,5,5,48,TRUE,1,1,64.1428571428571,TRUE,0,0,0,TRUE,1,1,64.1428571428571,0,TRUE,408,"General Contractor",7,7,176.285714285714,4,1.75,1.75,44.0714285714285
"487","00Q3q00001ZdQAIEA3","TRUE","Home Systems","Electrical and Wiring Repair",1,1,"Electrician",3,TRUE,13970,4.8,2,TRUE,152,4.2,3.28571428571429,TRUE,496,4.5,0.857142857142857,TRUE,189,3,0.428571428571429,495,TRUE,2463,"Handyman/Electrician",14807,16.5,6.57142857142858,4,3701.75,4.125,1.64285714285714
"488","00Q3q00001Zwl00EAB","FALSE","Home Maintenance","Interior Painting",0,2,"Painter",1,TRUE,0,0,0,FALSE,0,0,0,TRUE,2,4.58,719.428571428571,FALSE,0,0,0,0,FALSE,0,"Painter",2,4.58,719.428571428571,2,1,2.29,359.714285714285
"489","00Q3q00001aNwGqEAK","FALSE","Home Maintenance","Swimming Pool Repair",1,3,"Pool and Spa Specialist",3,TRUE,47,4.5,2,FALSE,0,0,0,TRUE,8,4.4,35.4285714285714,TRUE,1,1,76.7142857142857,2,FALSE,0,"Landscaper 1",56,9.9,114.142857142857,3,18.6666666666667,3.3,38.047619047619
"490","00Q3q00001Zwl50EAB","TRUE","Home Systems","Electrical and Wiring Repair",0,2,"Electrician",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,"Handyman/Electrician",0,0,0,1,0,0,0
"491","00Q3q00001WXSHeEAP","FALSE","Home Maintenance","Gutter Cleaning and Maintenance",1,1,"Cleaner",3,TRUE,30,4.5,2,TRUE,10,4.7,326.714285714286,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,"Cleaner",40,9.2,328.714285714286,4,10,2.3,82.1785714285715
"492","00Q3q00001aNbFtEAK","FALSE","Home Construction","General Contracting",0,3,"General Contractor",1,TRUE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,"General Contractor",0,0,0,3,0,0,0
"493","00Q3q00001aQ2mtEAC","FALSE","Home Maintenance","Weeding",0,2,"Landscaper",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,4,5,10.7142857142857,FALSE,0,0,0,0,FALSE,0,"Landscaper",4,5,10.7142857142857,1,4,5,10.7142857142857
"494","00Q3q00001aPdhGEAS","FALSE","Home Maintenance","Property Management",1,3,"Real Estate Professional",2,FALSE,0,0,0,FALSE,0,0,0,FALSE,0,0,0,TRUE,9,5,3,0,FALSE,0,"Other",9,5,3,1,9,5,3
"495","00Q3q00001aPdhJEAS","FALSE","Home Maintenance","Property Management",1,3,"Real Estate Professional",2,TRUE,40,3.2,12,FALSE,0,0,0,FALSE,0,0,0,TRUE,52,2.5,16.4285714285714,0,FALSE,0,"Other",92,5.7,28.4285714285714,2,46,2.85,14.2142857142857
"496","00Q3q00001ZxNhcEAF","TRUE","Home Systems","Heating System Repair or Maintenance",1,3,"HVAC Specialist",2,FALSE,0,0,0,FALSE,0,0,0,FALSE,0,0,0,TRUE,27,5,5.57142857142857,8,FALSE,0,"HVAC Specialist",27,5,5.57142857142857,1,27,5,5.57142857142857
"497","00Q3q00001aQ3LOEA0","FALSE","Home Maintenance","Gutter Cleaning and Maintenance",1,1,"Cleaner",3,TRUE,111,4.9,2,TRUE,9,4.9,324.428571428571,TRUE,89,4.63,49.8571428571429,FALSE,0,0,0,0,TRUE,40,"Cleaner",209,14.43,376.285714285714,3,69.6666666666667,4.81,125.428571428571
"498","00Q3q00001aQ2oBEAS","FALSE","Home Systems","Appliance Repair or Maintenance",1,2,"Handyman",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,5,4.77,265.285714285714,FALSE,0,0,0,0,FALSE,0,"Handyman/Electrician",5,4.77,265.285714285714,1,5,4.77,265.285714285714
"499","00Q3q00001aQ2gbEAC","FALSE","Home Systems","Lighting Installation",1,2,"Electrician",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,5,4.53,782.857142857143,FALSE,0,0,0,0,FALSE,0,"Handyman/Electrician",5,4.53,782.857142857143,2,2.5,2.265,391.428571428572
"500","00Q3q00001aeR6iEAE","FALSE","Home Maintenance","House Cleaning",0,1,"Cleaner",3,TRUE,14,5,2,TRUE,1,5,15.5714285714286,TRUE,11,5,2.57142857142857,FALSE,0,0,0,0,FALSE,0,"Cleaner",26,15,20.1428571428572,3,8.66666666666667,5,6.71428571428572
"501","00Q3q00001WribMEAR","TRUE","Home Maintenance","Full Service Lawn Care",1,3,"Landscaper",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,43,4.9,28.8571428571429,TRUE,1,1,0.428571428571429,0,FALSE,0,"Landscaper",44,5.9,29.2857142857143,2,22,2.95,14.6428571428572
"502","00Q3q00001WMRcvEAH","FALSE","Home Maintenance","Full Service Lawn Care",0,2,"Landscaper",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,48.1428571428571,FALSE,0,0,0,0,FALSE,0,"Landscaper",1,5,48.1428571428571,1,1,5,48.1428571428571
"503","00Q3q00001aeQUJEA2","FALSE","Home Systems","Electrical and Wiring Repair",1,2,"Electrician",1,TRUE,26,5,4,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,"Handyman/Electrician",26,5,4,2,13,2.5,2
"504","00Q3q00001YOciZEAT","FALSE","Home Maintenance","House Cleaning",1,2,"Cleaner",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,"Cleaner",0,0,0,2,0,0,0
"505","00Q3q00001aeQE1EAM","FALSE","Moving","Long Distance Moving",1,2,"Mover",2,TRUE,59,5,2,FALSE,0,0,0,TRUE,7,5,17.8571428571429,FALSE,0,0,0,0,FALSE,0,"Mover",66,10,19.8571428571429,2,33,5,9.92857142857145
"506","00Q3q00001aeQjhEAE","FALSE","Home Systems","Electrical and Wiring Repair",0,2,"Electrician",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,4,4.75,677.285714285714,FALSE,0,0,0,0,FALSE,0,"Handyman/Electrician",4,4.75,677.285714285714,1,4,4.75,677.285714285714
"507","00Q3q00001afk5iEAA","FALSE","Home Maintenance","House Cleaning",1,2,"Cleaner",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,34,4.9,10,FALSE,0,0,0,0,FALSE,0,"Cleaner",34,4.9,10,1,34,4.9,10
"508","00Q3q00001afkHVEAY","FALSE","Home Maintenance","Outdoor Landscaping and Design",1,2,"Landscaper",2,TRUE,1,5,28,FALSE,0,0,0,TRUE,4,4.8,33.2857142857143,FALSE,0,0,0,0,FALSE,0,"Landscaper 1",5,9.8,61.2857142857143,2,2.5,4.9,30.6428571428571
"509","00Q3q00001afk0HEAQ","FALSE","Home Maintenance","Tree Trimming and Removal",1,1,"Landscaper",3,TRUE,4,5,8,TRUE,8,5,32.8571428571429,TRUE,6,4.7,16,TRUE,2,4,18.8571428571429,0,FALSE,0,"Landscaper 1",20,18.7,75.7142857142858,4,5,4.675,18.9285714285714
"510","00Q3q00001Zwkt2EAB","FALSE","Home Maintenance","House Cleaning",0,2,"Cleaner",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,5,4.9,182.571428571429,FALSE,0,0,0,0,FALSE,0,"Cleaner",5,4.9,182.571428571429,1,5,4.9,182.571428571429
"511","00Q3q00001Zv8F9EAJ","FALSE","Home Systems","Plumbing Drain Repair",0,2,"Plumber",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,691,FALSE,0,0,0,0,FALSE,0,"Plumber",1,5,691,1,1,5,691
"512","00Q3q00001Zv80EEAR","FALSE","Home Construction","General Contracting",0,2,"General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,"General Contractor",0,0,0,1,0,0,0
"513","00Q3q00001Zv800EAB","FALSE","Home Construction","General Contracting",1,1,"General Contractor",1,TRUE,14,5,32,TRUE,27,4.9,55.8571428571429,TRUE,4,4.89,718.714285714286,TRUE,0,0,0,0,TRUE,126,"General Contractor",45,14.79,806.571428571429,4,11.25,3.6975,201.642857142857
"514","00Q3q00001ZwkyCEAR","FALSE","Home Maintenance","Interior Painting",0,1,"Painter",1,TRUE,1,5,4,TRUE,27,5,2.71428571428571,TRUE,1,5,22.8571428571429,FALSE,0,0,0,0,FALSE,0,"Painter",29,15,29.5714285714286,3,9.66666666666667,5,9.85714285714287
"515","00Q3q00001Zv8a0EAB","FALSE","Home Maintenance","Exterior Painting",1,1,"Painter",2,TRUE,72,4.9,16,TRUE,55,4.8,42.2857142857143,TRUE,0,0,0,TRUE,40,4.5,6.14285714285714,97,FALSE,0,"Painter",167,14.2,64.4285714285714,4,41.75,3.55,16.1071428571429
"516","00Q3q00001aNwBcEAK","FALSE","Home Construction","Home Remodeling",0,2,"General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,"General Contractor",0,0,0,1,0,0,0
"517","00Q3q00001aNwC5EAK","FALSE","Home Systems","Wiring Installation",0,2,"Electrician",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,3,5,606.428571428571,FALSE,0,0,0,0,FALSE,0,"Handyman/Electrician",3,5,606.428571428571,2,1.5,2.5,303.214285714285
"518","00Q3q00001aNwC8EAK","FALSE","Home Systems","Wiring Installation",0,2,"Electrician",2,TRUE,1,5,48,FALSE,0,0,0,TRUE,2,4.75,721.857142857143,FALSE,0,0,0,0,FALSE,0,"Handyman/Electrician",3,9.75,769.857142857143,2,1.5,4.875,384.928571428572
"519","00Q3q00001aNwCAEA0","FALSE","Home Systems","Wiring Installation",0,2,"Electrician",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,4,4.75,678.857142857143,FALSE,0,0,0,0,FALSE,0,"Handyman/Electrician",4,4.75,678.857142857143,1,4,4.75,678.857142857143
"520","00Q3q00001ZwlNqEAJ","FALSE","Home Construction","Home Remodeling",0,2,"General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,"General Contractor",0,0,0,1,0,0,0
"521","00Q3q00001ZtIAPEA3","FALSE","Home Systems","Central Air Conditioning Installation or Replacement",1,2,"HVAC Specialist",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,11,4.9,2.42857142857143,FALSE,0,0,0,0,FALSE,0,"HVAC Specialist",11,4.9,2.42857142857143,1,11,4.9,2.42857142857143
"522","00Q3q00001ZwlAfEAJ","FALSE","Home Systems","Central Air Conditioning Installation or Replacement",1,3,"HVAC Specialist",3,TRUE,5,0,36,FALSE,0,0,0,TRUE,0,0,0,TRUE,1,5,249.857142857143,2,FALSE,0,"HVAC Specialist",6,5,285.857142857143,3,2,1.66666666666667,95.2857142857143
"523","00Q3q00001Zwl9HEAR","TRUE","Home Construction","General Contracting",1,3,"General Contractor",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,5,4.5,89.5714285714286,TRUE,0,0,0,0,FALSE,0,"General Contractor",5,4.5,89.5714285714286,3,1.66666666666667,1.5,29.8571428571429
"524","00Q3q00001WYwJQEA1","FALSE","Home Systems","Appliance Repair or Maintenance",1,3,"Handyman",3,TRUE,37,3.9,12,FALSE,0,0,0,TRUE,37,4.8,32,TRUE,87,4,4.28571428571429,46,TRUE,259,"Handyman/Electrician",161,12.7,48.2857142857143,3,53.6666666666667,4.23333333333333,16.0952380952381
"525","00Q3q00001aNb22EAC","FALSE","Home Construction","General Contracting",1,1,"General Contractor",3,TRUE,22,5,12,TRUE,5,5,0.714285714285714,TRUE,15,5,13.7142857142857,TRUE,27,5,6,23,TRUE,7770,"General Contractor",69,20,32.4285714285714,4,17.25,5,8.10714285714285
"526","00Q3q00001aNaxDEAS","FALSE","Home Construction","General Contracting",0,2,"General Contractor",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,27,FALSE,0,0,0,0,FALSE,0,"General Contractor",1,5,27,1,1,5,27
"527","00Q3q00001aNav9EAC","FALSE","Home Construction","Handyman",1,2,"Handyman",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,2,4.25,528.285714285714,FALSE,0,0,0,0,FALSE,0,"Handyman/Electrician",2,4.25,528.285714285714,1,2,4.25,528.285714285714
"528","00Q3q00001aNbMgEAK","FALSE","Home Construction","Home Remodeling",1,3,"General Contractor",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,"General Contractor",0,0,0,2,0,0,0
"529","00Q3q00001aNbNpEAK","FALSE","Home Systems","Heating System Installation or Replacement",0,2,"HVAC Specialist",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,2,4.92,744.142857142857,FALSE,0,0,0,0,FALSE,0,"HVAC Specialist",2,4.92,744.142857142857,1,2,4.92,744.142857142857
"530","00Q3q00001aNawYEAS","FALSE","Home Construction","General Contracting",0,2,"General Contractor",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,312.142857142857,FALSE,0,0,0,0,FALSE,0,"General Contractor",1,5,312.142857142857,1,1,5,312.142857142857
"531","00Q3q00001aNwHAEA0","FALSE","Home Systems","Central Air Conditioning Installation or Replacement",1,1,"HVAC Specialist",2,TRUE,352,4.7,8,TRUE,82,4.5,54.1428571428571,TRUE,1,5,1083,TRUE,61,2,194.857142857143,17,FALSE,0,"HVAC Specialist",496,16.2,1340,4,124,4.05,335
"532","00Q3q00001aNbI6EAK","FALSE","Home Construction","General Contracting",0,3,"General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,3,4.61,803,TRUE,0,0,0,0,FALSE,0,"General Contractor",3,4.61,803,2,1.5,2.305,401.5
"533","00Q3q00001aOlaMEAS","FALSE","Home Systems","Central Air Conditioning Installation or Replacement",1,2,"HVAC Specialist",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,"HVAC Specialist",0,0,0,2,0,0,0
"534","00Q3q00001aOlnGEAS","FALSE","Home Systems","Central Air Conditioning Installation or Replacement",1,1,"HVAC Specialist",2,TRUE,28,4.6,36,TRUE,8,4.9,297.285714285714,TRUE,16,4.72,306,TRUE,7,4,131.571428571429,7,FALSE,0,"HVAC Specialist",59,18.22,770.857142857143,4,14.75,4.555,192.714285714286
"535","00Q3q00001aOlh7EAC","FALSE","Home Systems","Heating System Repair or Maintenance",1,1,"HVAC Specialist",1,TRUE,72,4.7,16,TRUE,940,4.8,83.8571428571429,TRUE,2,5,826,TRUE,3,3.5,424.285714285714,1,FALSE,0,"HVAC Specialist",1017,18,1350.14285714286,4,254.25,4.5,337.535714285714
"536","00Q3q00001aOllBEAS","FALSE","Home Maintenance","House Cleaning",0,3,"Cleaner",2,TRUE,1,5,12,FALSE,0,0,0,TRUE,2,4.8,3,TRUE,0,0,0,0,FALSE,0,"Cleaner",3,9.8,15,3,1,3.26666666666667,5
"537","00Q3q00001ZxNawEAF","FALSE","Home Maintenance","Property Management",1,3,"Real Estate Professional",3,FALSE,0,0,0,FALSE,0,0,0,FALSE,0,0,0,TRUE,189,2.5,1.28571428571429,76,FALSE,0,"Other",189,2.5,1.28571428571429,1,189,2.5,1.28571428571429
"538","00Q3q00001YiHjzEAF","FALSE","Home Construction","Tile Installation and Replacement",1,2,"Floor, Carpet, and Tile Specialist",3,TRUE,6,4.3,12,TRUE,0,0,0,FALSE,0,0,0,TRUE,29,5,5.42857142857143,16,FALSE,0,"Floor, Carpet, and Tile Specialist",35,9.3,17.4285714285714,3,11.6666666666667,3.1,5.80952380952381
"539","00Q3q00001aPdOnEAK","FALSE","Home Construction","Countertop Installation",1,3,"Floor, Carpet, and Tile Specialist",3,TRUE,3,5,4,FALSE,0,0,0,FALSE,0,0,0,TRUE,61,4.5,1.85714285714286,44,FALSE,0,"Floor, Carpet, and Tile Specialist",64,9.5,5.85714285714286,2,32,4.75,2.92857142857143
"540","00Q3q00001SrkV6EAJ","FALSE","Home Construction","Drywall Installation and Hanging",0,3,"Drywall Specialist",3,TRUE,1,1,96,FALSE,0,0,0,FALSE,0,0,0,TRUE,3,5,18.4285714285714,1,FALSE,0,"Handyman/Electrician",4,6,114.428571428571,2,2,3,57.2142857142857
"541","00Q3q00001aPdIaEAK","FALSE","Home Maintenance","Interior Painting",0,3,"Painter",3,FALSE,0,0,0,FALSE,0,0,0,FALSE,0,0,0,TRUE,93,4.5,5.57142857142857,7,FALSE,0,"Painter",93,4.5,5.57142857142857,1,93,4.5,5.57142857142857
"542","00Q3q00001WrCzhEAF","TRUE","Home Maintenance","Junk Removal",1,3,"Mover",2,TRUE,172,5,2,FALSE,0,0,0,TRUE,12,4.9,68.7142857142857,TRUE,3,5,4,10,FALSE,0,"Mover",187,14.9,74.7142857142857,3,62.3333333333333,4.96666666666667,24.9047619047619
"543","00Q3q00001YOd18EAD","FALSE","Home Construction","Architectural Services",0,2,"Engineer and Technical Designer",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,"Other",0,0,0,1,0,0,0
"544","00Q3q00001YOc95EAD","FALSE","Home Construction","Architectural Services",0,2,"Engineer and Technical Designer",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,4,4.92,596,FALSE,0,0,0,0,FALSE,0,"Other",4,4.92,596,1,4,4.92,596
"545","00Q3q00001YOcKsEAL","FALSE","Home Maintenance","Upholstery and Furniture Cleaning",1,1,"Cleaner",1,TRUE,1,4,192,TRUE,10,4.2,445.571428571429,TRUE,2,5,670.285714285714,TRUE,5,1,316.285714285714,4,FALSE,0,"Cleaner",18,14.2,1624.14285714286,4,4.5,3.55,406.035714285714
"546","00Q3q00001aeQrEEAU","FALSE","Home Maintenance","Pressure Washing",0,2,"Cleaner",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,"Cleaner",0,0,0,1,0,0,0
"547","00Q3q00001ae5GGEAY","FALSE","Home Maintenance","Fence and Gate Installation",1,2,"Landscaper",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,2,5,4.42857142857143,FALSE,0,0,0,0,FALSE,0,"Landscaper 1",2,5,4.42857142857143,1,2,5,4.42857142857143
