"","Conversion","industry","Category","with_web","P_G","occupation","State_G","Google_P","Google___of_Reviews","Google_Avg_Rating","Google_diff_week","Angi_P","Angi_s___of_Reviews","Angi_s_Avg_Rating","Angi_diff_week","HA_P","HA___of_Reviews","HA_Avg_Rating","HA_diff_week","Yelp_P","Yelp___of_Reviews","Yelp_Avg_Rating","Yelp_diff_week","Yelp___of_Reviews__that_are_not_recommended_","FB_P","FB___of_Reviews","FB_Avg_Rating","FB_diff_week","FB_Page_Likes","FB_Page_Follows","IG_P","IG_Follows","Review_sum","Avg_Rating_sum","diff_week_sum","P_num","Review_mean","Avg_Rating_mean","diff_week_mean"
"209","FALSE","Home Construction","Floor Installation or Replacement",0,"Mid","Floor, Carpet, and Tile Specialist",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,6,5,17,FALSE,0,0,0,0,FALSE,0,0,0,2,2,FALSE,0,6,5,17,1,6,5,17
"210","FALSE","Home Maintenance","Pest Control Services",0,"High","Pest Control Specialist",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,355,3.9,1,TRUE,4,2,61.5714285714286,2,FALSE,0,0,0,0,0,FALSE,0,359,5.9,62.5714285714286,2,179.5,2.95,31.2857142857143
"211","FALSE","Home Construction","Bathroom Remodel",1,"High","General Contractor",2,TRUE,8,4,8,FALSE,0,0,0,TRUE,0,0,0,TRUE,1,1,34.2857142857143,0,TRUE,2,5,74.4285714285714,161,169,FALSE,0,11,10,116.714285714286,4,2.75,2.5,29.1785714285714
"212","FALSE","Home Maintenance","Tree Trimming and Removal",1,"High","Landscaper",3,TRUE,19,4,2,FALSE,0,0,0,TRUE,54,4.7,518,TRUE,4,2,85,3,FALSE,0,0,0,1,1,FALSE,0,77,10.7,605,3,25.6666666666667,3.56666666666667,201.666666666667
"213","FALSE","Home Construction","General Contracting",1,"Mid","General Contractor",3,TRUE,7,5,12,FALSE,0,0,0,TRUE,52,4.9,65.7142857142857,FALSE,0,0,0,0,TRUE,2,5,134.428571428571,232,237,FALSE,0,61,14.9,212.142857142857,3,20.3333333333333,4.96666666666667,70.7142857142856
"214","FALSE","Home Construction","General Contracting",0,"High","General Contractor",1,TRUE,1,1,48,FALSE,0,0,0,TRUE,5,4.47,0,TRUE,0,0,470.571428571429,1,FALSE,0,0,0,0,0,FALSE,0,6,5.47,518.571428571429,3,2,1.82333333333333,172.857142857143
"215","FALSE","Home Construction","General Contracting",0,"Mid","General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,659.285714285714,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,5,659.285714285714,1,1,5,659.285714285714
"216","FALSE","Home Construction","General Contracting",1,"High","General Contractor",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,2,5,153,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,2,5,153,3,0.666666666666667,1.66666666666667,51
"217","FALSE","Home Construction","Home Remodeling",1,"Low","General Contractor",1,TRUE,20,3.1,40,TRUE,6,5,306.142857142857,TRUE,9,5,104.714285714286,TRUE,5,3.5,53.7142857142857,4,TRUE,21,4.8,7,822,822,TRUE,331,61,21.4,511.571428571429,5,12.2,4.28,102.314285714286
"218","FALSE","Home Systems","Electrical and Wiring Repair",0,"Low","Electrician",2,TRUE,9,3.2,144,TRUE,4,5,19.4285714285714,TRUE,1,5,23.4285714285714,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,14,13.2,186.857142857143,3,4.66666666666667,4.4,62.2857142857143
"219","FALSE","Home Maintenance","Fence and Gate Installation",1,"Mid","Landscaper",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,TRUE,15,5,7,243,246,TRUE,19,15,5,7,2,7.5,2.5,3.5
"220","FALSE","Home Construction","Door Repair",1,"Low","Handyman",2,TRUE,3,5,48,TRUE,0,0,0,TRUE,52,4.8,6.71428571428571,TRUE,0,0,0,0,TRUE,8,5,156.857142857143,105,105,FALSE,0,63,14.8,211.571428571429,5,12.6,2.96,42.3142857142857
"221","FALSE","Home Maintenance","Junk Removal",1,"Mid","Mover",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,0,0,0
"222","FALSE","Home Maintenance","Swimming Pool Repair",0,"High","Pool and Spa Specialist",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,0,0,0
"223","FALSE","Home Construction","General Contracting",0,"High","General Contractor",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,0,0,0
"224","FALSE","Home Construction","General Contracting",1,"Mid","General Contractor",2,TRUE,3,5,144,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,3,5,144,2,1.5,2.5,72
"225","FALSE","Home Construction","Concrete Installation",0,"Mid","Paver",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0
"226","FALSE","Home Construction","General Contracting",0,"Low","General Contractor",1,TRUE,0,0,0,TRUE,1,4,707.142857142857,TRUE,2,4.86,887.142857142857,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,3,8.86,1594.28571428571,3,1,2.95333333333333,531.428571428571
"227","FALSE","Home Construction","General Contracting",0,"Mid","General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,48.7142857142857,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,5,48.7142857142857,1,1,5,48.7142857142857
"228","TRUE","Home Construction","Floor Installation or Replacement",0,"Mid","Floor, Carpet, and Tile Specialist",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0
"229","FALSE","Home Systems","Central Air Conditioning Installation or Replacement",1,"High","HVAC Specialist",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,27,4.29,518.285714285714,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,27,4.29,518.285714285714,2,13.5,2.145,259.142857142857
"230","FALSE","Home Systems","Central Air Conditioning Installation or Replacement",1,"High","HVAC Specialist",3,TRUE,42,5,4,FALSE,0,0,0,TRUE,1,4,35.1428571428571,TRUE,61,5,2.71428571428571,12,TRUE,6,5,29.8571428571429,12,13,FALSE,0,110,19,71.7142857142857,4,27.5,4.75,17.9285714285714
"231","FALSE","Home Maintenance","Fence and Gate Installation",1,"Mid","Landscaper",2,TRUE,2,5,4,FALSE,0,0,0,TRUE,2,5,64.5714285714286,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,4,10,68.5714285714286,2,2,5,34.2857142857143
"232","FALSE","Home Construction","Roof Installation or Replacement",0,"Low","Roofer and Sider",2,FALSE,0,0,0,TRUE,5,5,508.142857142857,TRUE,1,4.5,997,TRUE,11,4.5,270.857142857143,2,FALSE,0,0,0,0,0,FALSE,0,17,14,1776,3,5.66666666666667,4.66666666666667,592
"233","FALSE","Home Maintenance","Artificial Turf Installation",1,"High","Landscaper",3,TRUE,6,5,96,FALSE,0,0,0,FALSE,0,0,0,TRUE,21,5,13.1428571428571,0,FALSE,0,0,0,58,61,FALSE,0,27,10,109.142857142857,2,13.5,5,54.5714285714285
"234","FALSE","Home Construction","Tile Installation and Replacement",0,"Mid","Floor, Carpet, and Tile Specialist",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,4,4.96,796.857142857143,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,4,4.96,796.857142857143,1,4,4.96,796.857142857143
"235","FALSE","Home Construction","Tile Installation and Replacement",1,"High","Floor, Carpet, and Tile Specialist",3,TRUE,0,0,0,FALSE,0,0,0,TRUE,6,4.9,21.4285714285714,TRUE,2,5,17.5714285714286,0,FALSE,0,0,0,0,0,TRUE,62,8,9.9,39,3,2.66666666666667,3.3,13
"236","FALSE","Home Construction","General Carpentry",0,"Mid","Carpenter",2,TRUE,6,5,20,FALSE,0,0,0,TRUE,2,4.6,822,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,8,9.6,842,2,4,4.8,421
"237","FALSE","Home Construction","Window Installation",1,"Mid","Handyman",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0
"238","FALSE","Home Construction","Concrete Installation",1,"Mid","Paver",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,8,5,7.28571428571429,FALSE,0,0,0,0,TRUE,1,5,9.42857142857143,40,47,TRUE,1,9,10,16.7142857142857,2,4.5,5,8.35714285714286
"239","FALSE","Home Maintenance","Tree Trimming and Removal",0,"Mid","Landscaper",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,46,4.8,719.714285714286,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,46,4.8,719.714285714286,1,46,4.8,719.714285714286
"240","FALSE","Home Maintenance","Artificial Turf Installation",1,"Mid","Landscaper",1,TRUE,0,0,0,FALSE,0,0,0,TRUE,4,4.8,31.8571428571429,FALSE,0,0,0,0,FALSE,0,0,0,100,107,FALSE,0,4,4.8,31.8571428571429,2,2,2.4,15.9285714285715
"241","FALSE","Home Construction","Bathroom Remodel",0,"Mid","General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,4.57,834.285714285714,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,4.57,834.285714285714,1,1,4.57,834.285714285714
"242","FALSE","Home Construction","Bathroom Remodel",0,"Mid","General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,628.285714285714,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,5,628.285714285714,1,1,5,628.285714285714
"243","FALSE","Home Construction","Handyman",0,"Low","Handyman",2,FALSE,0,0,0,TRUE,2,5,96.5714285714286,TRUE,37,4.89,63,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,39,9.89,159.571428571429,2,19.5,4.945,79.7857142857143
"244","FALSE","Home Construction","Architectural Services",1,"Mid","Engineer and Technical Designer",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,1,5,968.142857142857,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,5,968.142857142857,2,0.5,2.5,484.071428571428
"245","TRUE","Home Construction","Bathroom Remodel",1,"High","General Contractor",2,TRUE,1,5,48,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,5,48,3,0.333333333333333,1.66666666666667,16
"246","FALSE","Home Maintenance","Carpet Cleaning",1,"High","Cleaner",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,17.5714285714286,TRUE,0,5,29.4285714285714,1,TRUE,5,5,3.42857142857143,59,5,FALSE,0,6,15,50.4285714285714,3,2,5,16.8095238095238
"247","FALSE","Home Maintenance","House Cleaning",1,"Low","Cleaner",2,TRUE,0,0,0,TRUE,1,5,237.285714285714,TRUE,0,0,0,TRUE,1,1,49.1428571428571,2,TRUE,7,5,3.71428571428571,812,820,FALSE,0,9,11,290.142857142857,5,1.8,2.2,58.0285714285714
"248","FALSE","Home Maintenance","Gutter Cleaning and Maintenance",1,"Mid","Cleaner",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,49,4.8,50,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,49,4.8,50,1,49,4.8,50
"249","FALSE","Home Systems","Electrical and Wiring Repair",0,"Mid","Electrician",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,18,4.5,909.714285714286,FALSE,0,0,0,0,FALSE,0,0,0,172,175,FALSE,0,18,4.5,909.714285714286,1,18,4.5,909.714285714286
"250","FALSE","Home Systems","Plumbing Drain Repair",0,"High","Plumber",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,6,4.92,957.428571428571,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,6,4.92,957.428571428571,3,2,1.64,319.142857142857
"251","FALSE","Home Construction","Hardwood Floor Refinishing",0,"High","Floor, Carpet, and Tile Specialist",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,1065,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,5,1065,2,0.5,2.5,532.5
"252","FALSE","Home Construction","Architectural Services",1,"High","Engineer and Technical Designer",2,TRUE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,3,0,0,0
"253","FALSE","Home Construction","Home Remodeling",0,"Mid","General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,2,5,143.428571428571,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,2,5,143.428571428571,1,2,5,143.428571428571
"254","FALSE","Home Maintenance","Exterior Painting",0,"High","Painter",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,2,5,723.857142857143,TRUE,2,5,465.857142857143,1,FALSE,0,0,0,0,0,FALSE,0,4,10,1189.71428571429,2,2,5,594.857142857143
"255","FALSE","Home Maintenance","Mold Inspection and Removal",0,"High","Inspector and Restorer",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,1,1,350.428571428571,0,FALSE,0,0,0,0,0,FALSE,0,1,1,350.428571428571,2,0.5,0.5,175.214285714285
"256","FALSE","Home Maintenance","Junk Removal",1,"Mid","Mover",1,TRUE,0,0,0,FALSE,0,0,0,TRUE,6,4.9,2.28571428571429,FALSE,0,0,0,0,TRUE,9,5,1.28571428571429,152,163,FALSE,0,15,9.9,3.57142857142858,3,5,3.3,1.19047619047619
"257","FALSE","Home Construction","Floor Installation or Replacement",0,"Mid","Floor, Carpet, and Tile Specialist",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,TRUE,2,5,72,33,33,FALSE,0,2,5,72,2,1,2.5,36
"258","FALSE","Home Maintenance","Outdoor Landscaping and Design",1,"Mid","Landscaper",3,TRUE,14,4.1,2,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,TRUE,7,5,0,289,289,FALSE,0,21,9.1,2,3,7,3.03333333333333,0.666666666666667
"259","FALSE","Home Maintenance","Pest Control Services",0,"Low","Pest Control Specialist",1,FALSE,0,0,0,TRUE,0,0,0,TRUE,1,4.67,605.142857142857,TRUE,2,5,536.571428571429,0,FALSE,0,0,0,0,0,FALSE,0,3,9.67,1141.71428571429,3,1,3.22333333333333,380.571428571429
"260","FALSE","Home Maintenance","House Cleaning",1,"High","Cleaner",2,TRUE,4,2,48,FALSE,0,0,0,TRUE,1,5,116,TRUE,10,2,117,8,FALSE,0,0,0,2,2,FALSE,0,15,9,281,3,5,3,93.6666666666667
"261","FALSE","Home Systems","Wiring Installation",0,"Mid","Electrician",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0
"262","FALSE","Home Construction","Home Remodeling",0,"Mid","General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0
"263","FALSE","Home Construction","Handyman",1,"Mid","Handyman",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,2,5,298.857142857143,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,2,5,298.857142857143,1,2,5,298.857142857143
"264","FALSE","Home Construction","Deck or Porch Remodel or Addition",0,"Mid","Carpenter",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,4.5,81.1428571428571,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,4.5,81.1428571428571,1,1,4.5,81.1428571428571
"265","FALSE","Home Systems","Heating System Repair or Maintenance",0,"Low","HVAC Specialist",1,FALSE,0,0,0,TRUE,4,4.6,245,TRUE,5,4.6,602,TRUE,4,5,6,1,TRUE,5,5,177,122,123,FALSE,0,18,19.2,1030,4,4.5,4.8,257.5
"266","FALSE","Home Construction","General Contracting",1,"Low","General Contractor",2,TRUE,2,5,12,TRUE,9,4.9,81.5714285714286,TRUE,1,4.5,634.857142857143,TRUE,3,5,31.4285714285714,1,FALSE,0,0,0,0,0,FALSE,0,15,19.4,759.857142857143,4,3.75,4.85,189.964285714286
"267","FALSE","Home Maintenance","Tree Trimming and Removal",0,"High","Landscaper",2,TRUE,1,5,8,FALSE,0,0,0,TRUE,3,5,2.14285714285714,TRUE,1,5,30.8571428571429,0,TRUE,20,5,61,367,374,FALSE,0,25,20,102,4,6.25,5,25.5
"268","FALSE","Moving","Long Distance Moving",1,"High","Mover",3,TRUE,24,4,40,FALSE,0,0,0,TRUE,1,5,794,TRUE,3,3.5,283.428571428571,9,TRUE,16,4.8,25.1428571428571,141,149,TRUE,466,44,17.3,1142.57142857143,4,11,4.325,285.642857142857
"269","FALSE","Home Maintenance","Outdoor Landscaping and Design",1,"High","Landscaper",3,TRUE,7,5,2,FALSE,0,0,0,TRUE,16,4.8,91.2857142857143,TRUE,0,0,0,0,TRUE,4,5,231.857142857143,227,239,TRUE,2565,27,14.8,325.142857142857,4,6.75,3.7,81.2857142857143
"270","FALSE","Home Construction","Furniture Repair",0,"Mid","Furniture Service Specialist",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,26,4.8,60.5714285714286,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,26,4.8,60.5714285714286,1,26,4.8,60.5714285714286
"271","FALSE","Home Construction","General Carpentry",0,"Mid","Carpenter",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,66,4.9,17.2857142857143,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,66,4.9,17.2857142857143,1,66,4.9,17.2857142857143
"272","FALSE","Home Construction","General Carpentry",1,"Mid","Carpenter",2,TRUE,19,4.7,12,FALSE,0,0,0,TRUE,1,5,16.5714285714286,FALSE,0,0,0,0,FALSE,0,0,0,0,0,TRUE,303,20,9.7,28.5714285714286,2,10,4.85,14.2857142857143
"273","FALSE","Home Systems","Central Air Conditioning Installation or Replacement",0,"High","HVAC Specialist",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,81,4.6,34.7142857142857,TRUE,2,5,46.4285714285714,0,FALSE,0,0,0,0,0,FALSE,0,83,9.6,81.1428571428571,2,41.5,4.8,40.5714285714286
"274","FALSE","Home Construction","Door Installation",1,"Mid","Handyman",3,TRUE,41,4.9,24,TRUE,82,4.9,132.428571428571,FALSE,0,0,0,TRUE,26,4.5,3.85714285714286,6,FALSE,0,0,0,0,0,FALSE,0,149,14.3,160.285714285714,3,49.6666666666667,4.76666666666667,53.4285714285713
"275","FALSE","Home Maintenance","Wallpaper Installation or Repair",0,"Mid","Painter",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,42,4.9,67,FALSE,0,0,0,0,FALSE,0,0,0,156,160,FALSE,0,42,4.9,67,1,42,4.9,67
"276","FALSE","Home Construction","Drywall Installation and Hanging",1,"Low","Drywall Specialist",3,TRUE,8,5,8,TRUE,309,5,11,TRUE,16,4.9,79.2857142857143,TRUE,52,5,5.42857142857143,24,FALSE,0,0,0,0,0,FALSE,0,385,19.9,103.714285714286,4,96.25,4.975,25.9285714285714
"277","FALSE","Home Maintenance","Junk Removal",1,"High","Mover",3,FALSE,0,0,0,FALSE,0,0,0,FALSE,0,0,0,TRUE,19,2.5,1.85714285714286,0,FALSE,0,0,0,0,0,FALSE,0,19,2.5,1.85714285714286,1,19,2.5,1.85714285714286
"278","FALSE","Home Maintenance","House Cleaning",0,"Mid","Cleaner",2,TRUE,2,5,40,FALSE,0,0,0,TRUE,21,4.8,36.4285714285714,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,23,9.8,76.4285714285714,2,11.5,4.9,38.2142857142857
"279","FALSE","Home Maintenance","Interior Painting",1,"High","Painter",2,TRUE,4,4.8,28,FALSE,0,0,0,FALSE,0,0,0,TRUE,3,5,2.57142857142857,0,TRUE,3,5,40.7142857142857,63,68,FALSE,0,10,14.8,71.2857142857143,3,3.33333333333333,4.93333333333333,23.7619047619048
"280","FALSE","Moving","Local Moving (under 50 miles)",1,"High","Mover",2,TRUE,100,4.9,2,FALSE,0,0,0,TRUE,4,5,2.42857142857143,TRUE,32,4,9.71428571428571,51,TRUE,155,4.7,4.42857142857143,731,752,TRUE,10600,291,18.6,18.5714285714286,4,72.75,4.65,4.64285714285714
"281","FALSE","Home Systems","Electrical and Wiring Repair",1,"High","Electrician",3,TRUE,3,5,2,FALSE,0,0,0,FALSE,0,0,0,TRUE,24,5,0,4,FALSE,0,0,0,0,0,FALSE,0,27,10,2,2,13.5,5,1
"282","FALSE","Home Construction","Drywall Repair and Texturing",1,"Mid","Drywall Specialist",1,TRUE,12,4.3,4,FALSE,0,0,0,TRUE,1,4.5,782.571428571429,FALSE,0,0,0,0,FALSE,0,0,0,138,143,FALSE,0,13,8.8,786.571428571429,2,6.5,4.4,393.285714285715
"283","FALSE","Home Construction","Masonry Construction Services",1,"High","Mason",2,TRUE,41,4.9,28,FALSE,0,0,0,TRUE,65,4.9,76.7142857142857,TRUE,2,1,165,2,FALSE,0,0,0,0,0,FALSE,0,108,10.8,269.714285714286,3,36,3.6,89.9047619047619
"284","FALSE","Home Systems","Central Air Conditioning Repair or Maintenance",0,"Mid","HVAC Specialist",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,7,5,765.571428571429,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,7,5,765.571428571429,1,7,5,765.571428571429
"285","FALSE","Home Systems","Electrical and Wiring Repair",0,"Mid","Electrician",1,TRUE,2,3,36,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,TRUE,3,3.7,454.142857142857,73,87,FALSE,0,5,6.7,490.142857142857,3,1.66666666666667,2.23333333333333,163.380952380952
"286","FALSE","Home Systems","Electrical and Wiring Repair",0,"High","Electrician",1,TRUE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,3,0,0,0
"287","FALSE","Home Construction","General Contracting",0,"Mid","General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0
"288","FALSE","Home Construction","General Contracting",0,"Mid","General Contractor",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0
"289","FALSE","Moving","Local Moving (under 50 miles)",0,"Mid","Mover",2,TRUE,116,4.8,2,FALSE,0,0,0,TRUE,1,4.5,898.714285714286,FALSE,0,0,0,0,TRUE,27,3.7,34,692,702,FALSE,0,144,13,934.714285714286,3,48,4.33333333333333,311.571428571429
"290","FALSE","Home Construction","General Contracting",0,"Mid","General Contractor",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,9,4.7,128,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,9,4.7,128,1,9,4.7,128
"291","FALSE","Home Construction","General Contracting",0,"High","General Contractor",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,4,5,23,TRUE,0,0,0,0,FALSE,0,0,0,51,54,FALSE,0,4,5,23,2,2,2.5,11.5
"292","FALSE","Home Maintenance","Exterior Painting",0,"Mid","Painter",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,5,3.93,526.857142857143,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,5,3.93,526.857142857143,1,5,3.93,526.857142857143
"293","FALSE","Home Construction","General Contracting",1,"Mid","General Contractor",3,FALSE,0,0,0,FALSE,0,0,0,TRUE,5,5,594.857142857143,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,5,5,594.857142857143,1,5,5,594.857142857143
"294","FALSE","Home Construction","Kitchen Remodel",1,"Low","General Contractor",3,FALSE,0,0,0,TRUE,8,5,44,TRUE,0,0,0,TRUE,16,5,3.85714285714286,0,FALSE,0,0,0,0,0,FALSE,0,24,10,47.8571428571429,3,8,3.33333333333333,15.952380952381
"295","FALSE","Home Construction","General Contracting",1,"Low","General Contractor",2,TRUE,75,4.9,2,TRUE,101,4.7,2.14285714285714,TRUE,61,4.5,2.28571428571429,TRUE,4,4,82,7,TRUE,82,4.8,4.42857142857143,5972,6215,TRUE,614,323,22.9,92.8571428571429,5,64.6,4.58,18.5714285714286
"296","FALSE","Home Construction","General Contracting",1,"Low","General Contractor",1,TRUE,426,4.5,2,TRUE,184,4.5,22.5714285714286,TRUE,104,4.4,10,TRUE,33,2.5,32.2857142857143,45,FALSE,0,0,0,1132,1166,TRUE,500,747,15.9,66.8571428571429,4,186.75,3.975,16.7142857142857
"297","FALSE","Home Construction","Floor Installation or Replacement",0,"Low","Floor, Carpet, and Tile Specialist",2,TRUE,7,3.6,192,TRUE,25,3.4,223.571428571429,TRUE,0,0,0,TRUE,9,3,230.142857142857,5,FALSE,0,0,0,56,55,FALSE,0,41,10,645.714285714286,4,10.25,2.5,161.428571428572
"298","FALSE","Home Maintenance","House Cleaning",1,"Mid","Cleaner",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,1,5,3.14285714285714,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,5,3.14285714285714,1,1,5,3.14285714285714
"299","FALSE","Home Construction","Door Repair",0,"Mid","Handyman",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,2,4.5,31.2857142857143,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,2,4.5,31.2857142857143,1,2,4.5,31.2857142857143
"300","FALSE","Home Maintenance","Outdoor Landscaping and Design",1,"Mid","Landscaper",2,TRUE,1,5,4,FALSE,0,0,0,TRUE,7,4.9,0.285714285714286,FALSE,0,0,0,0,TRUE,2,5,52.7142857142857,165,169,FALSE,0,10,14.9,57,3,3.33333333333333,4.96666666666667,19
"301","FALSE","Home Maintenance","Outdoor Landscaping and Design",1,"High","Landscaper",2,TRUE,2,5,96,FALSE,0,0,0,TRUE,0,0,0,TRUE,1,5,138.142857142857,1,FALSE,0,0,0,0,0,FALSE,0,3,10,234.142857142857,3,1,3.33333333333333,78.047619047619
"302","FALSE","Home Construction","Roof Repair or Maintenance",0,"Mid","Roofer and Sider",1,FALSE,0,0,0,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0
"303","FALSE","Home Maintenance","Interior Painting",0,"Low","Painter",2,FALSE,0,0,0,TRUE,3,4.6,323,TRUE,1,4.67,531.285714285714,TRUE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,4,9.27,854.285714285714,3,1.33333333333333,3.09,284.761904761905
"304","FALSE","Home Construction","General Contracting",0,"Mid","General Contractor",2,TRUE,1,5,96,FALSE,0,0,0,TRUE,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,1,5,96,2,0.5,2.5,48
"305","FALSE","Home Construction","General Contracting",0,"Mid","General Contractor",2,FALSE,0,0,0,FALSE,0,0,0,TRUE,3,5,3.14285714285714,FALSE,0,0,0,0,FALSE,0,0,0,109,107,FALSE,0,3,5,3.14285714285714,1,3,5,3.14285714285714
